Name	Label	Concept	Required	Limit	Predicate Type	data_label
DP03_0091PM	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Mean nonfamily income (dollars)	SELECTED ECONOMIC CHARACTERISTICS	not required		int	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Mean nonfamily income (dollars)
DP03_0092E	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)	SELECTED ECONOMIC CHARACTERISTICS	not required		int	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0092M	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)	SELECTED ECONOMIC CHARACTERISTICS	not required		int	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0092PE	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)	SELECTED ECONOMIC CHARACTERISTICS	not required		int	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0092PM	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)	SELECTED ECONOMIC CHARACTERISTICS	not required		int	INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)
DP03_0093E	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"
DP03_0093M	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"
DP03_0093PE	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"
DP03_0093PM	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"
DP03_0094E	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"
DP03_0094M	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"
DP03_0094PE	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"
DP03_0094PM	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"	SELECTED ECONOMIC CHARACTERISTICS	not required		int	"INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"
DP03_0095E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population
DP03_0095M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population
DP03_0095PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population
DP03_0095PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population
DP03_0096E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage
DP03_0096M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage
DP03_0096PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage
DP03_0096PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage
DP03_0097E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance
DP03_0097M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance
DP03_0097PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance
DP03_0097PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance
DP03_0098E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage
DP03_0098M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage
DP03_0098PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage
DP03_0098PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage
DP03_0099E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage
DP03_0099M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage
DP03_0099PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage
DP03_0099PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage
DP03_0100E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years
DP03_0100M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years
DP03_0100PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years
DP03_0100PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 18 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 18 years
DP03_0101E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage
DP03_0101M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage
DP03_0101PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage
DP03_0101PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years!!No health insurance coverage
DP03_0102E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years
DP03_0102M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years
DP03_0102PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years
DP03_0102PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years
DP03_0103E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:
DP03_0103M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:
DP03_0103PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:
DP03_0103PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:
DP03_0104E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:
DP03_0104M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:
DP03_0104PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:
DP03_0104PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:
DP03_0105E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage
DP03_0105M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage
DP03_0105PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage
DP03_0105PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage
DP03_0106E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance
DP03_0106M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance
DP03_0106PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance
DP03_0106PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With private health insurance
DP03_0107E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage
DP03_0107M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage
DP03_0107PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage
DP03_0107PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!With health insurance coverage!!With public coverage
DP03_0108E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage
DP03_0108M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage
DP03_0108PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage
DP03_0108PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Employed:!!No health insurance coverage
DP03_0109E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:
DP03_0109M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:
DP03_0109PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:
DP03_0109PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:
DP03_0110E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage
DP03_0110M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage
DP03_0110PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage
DP03_0110PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage
DP03_0111E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance
DP03_0111M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance
DP03_0111PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance
DP03_0111PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With private health insurance
DP03_0112E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage
DP03_0112M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage
DP03_0112PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage
DP03_0112PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!With health insurance coverage!!With public coverage
DP03_0113E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage
DP03_0113M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage
DP03_0113PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage
DP03_0113PM	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!In labor force:!!Unemployed:!!No health insurance coverage
DP03_0114E	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:
DP03_0114M	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:
DP03_0114PE	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:	SELECTED ECONOMIC CHARACTERISTICS	not required		int	HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years!!Not in labor force:
